Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,2,Physics,May,2024,1,44,Atomic and Nuclear Physics,Radioactivity,3,A,\text{A sample of radioactive material initially contains } ( 2.0 \times 10^{18} ) \text{ atoms. The material decays by \alpha-emission and has a half-life of } ( 3.0 \times 10^{10}\text{ s} ). \text{ The initial activity of the sample is},4.6 \times 10^7 \text{ Bq},1.5 \times 10^8 \text{ Bq},2.0 \times 10^9 \text{ Bq},2.3 \times 10^{11}\text{ Bq},"LaTeX(""A sample of radioactive material initially contains $( 2.0 \\times 10^{18} )$ atoms. The material decays by \\alpha-emission and has a half-life of $( 3.0 \\times 10^{10}$ s$).$ The initial activity of the sample is"").parsingMode(.onlyEquations)","LaTeX(""$4.6 \\times 10^7$ Bq"").parsingMode(.onlyEquations)","LaTeX(""$1.5 \\times 10^8$ Bq"").parsingMode(.onlyEquations)","LaTeX(""$2.0 \\times 10^9$ Bq"").parsingMode(.onlyEquations)","LaTeX(""$2.3 \\times 10^{11}$ Bq"").parsingMode(.onlyEquations)",A sample of radioactive material initially contains $( 2.0 \times 10^{18} )$ atoms. The material decays by \alpha-emission and has a half-life of $( 3.0 \times 10^{10}$ s$).$ The initial activity of the sample is,$4.6 \times 10^7$ Bq,$1.5 \times 10^8$ Bq,$2.0 \times 10^9$ Bq,$2.3 \times 10^{11}$ Bq,cape_2_physics_may_2024_1_44,cape_2_physics_may_2024_1_44_a,cape_2_physics_may_2024_1_44_b,cape_2_physics_may_2024_1_44_c,cape_2_physics_may_2024_1_44_d
cape,1,Physics,May,2021,1,1,Mechanics,Physical Quantities,2,A,"\text{Item 1 refers to the following diagram showing two vectors.}
\text{Which of the following vectors BEST represents the resultant of the two vectors shown above?}",13 \text{ N},7 \text{ N},17 \text{ N},169 \text{ N},"LaTeX(""Item 1 refers to the following diagram showing two vectors.\nWhich of the following vectors BEST represents the resultant of the two vectors shown above?"").parsingMode(.onlyEquations)","LaTeX(""$13$ N"").parsingMode(.onlyEquations)","LaTeX(""$7$ N"").parsingMode(.onlyEquations)","LaTeX(""$17$ N"").parsingMode(.onlyEquations)","LaTeX(""$169$ N"").parsingMode(.onlyEquations)","Item 1 refers to the following diagram showing two vectors.
Which of the following vectors BEST represents the resultant of the two vectors shown above?",$13$ N,$7$ N,$17$ N,$169$ N,cape_1_physics_may_2021_1_1,cape_1_physics_may_2021_1_1_a,cape_1_physics_may_2021_1_1_b,cape_1_physics_may_2021_1_1_c,cape_1_physics_may_2021_1_1_d
cape,1,Physics,May,2021,1,3,Mechanics,Motions,2,A,"\text{An object falls freely under gravity, } ( g ) \text{, from a height of } ( 12.5 \text{ m} ) \text{. Which of the following equations can be used to determine the time, } ( t ) \text{, taken for the object to reach the ground?}",t = \sqrt{\frac{25}{g}},t = \sqrt{\frac{g}{25}},t = \frac{g}{25},t = \frac{25}{g},"LaTeX(""An object falls freely under gravity, $( g )$, from a height of $( 12.5$ m$)$. Which of the following equations can be used to determine the time, $( t )$, taken for the object to reach the ground?"").parsingMode(.onlyEquations)","LaTeX(""$t = \\sqrt{\\frac{25}{g}}$"").parsingMode(.onlyEquations)","LaTeX(""$t = \\sqrt{\\frac{g}{25}}$"").parsingMode(.onlyEquations)","LaTeX(""$t = \\frac{g}{25}$"").parsingMode(.onlyEquations)","LaTeX(""$t = \\frac{25}{g}$"").parsingMode(.onlyEquations)","An object falls freely under gravity, $( g )$, from a height of $( 12.5$ m$)$. Which of the following equations can be used to determine the time, $( t )$, taken for the object to reach the ground?",$t = \sqrt{\frac{25}{g}}$,$t = \sqrt{\frac{g}{25}}$,$t = \frac{g}{25}$,$t = \frac{25}{g}$,cape_1_physics_may_2021_1_3,cape_1_physics_may_2021_1_3_a,cape_1_physics_may_2021_1_3_b,cape_1_physics_may_2021_1_3_c,cape_1_physics_may_2021_1_3_d
cape,1,Physics,May,2021,1,5,Mechanics,S.I. Units,1,C,\text{A mass of } ( 6.4 \text{ }\mu\text{g} ) \text{ is equal to},6.4 \times 10^{-3}\text{ kg},6.4 \times 10^{-6}\text{ kg},6.4 \times 10^{-9}\text{ kg},6.4 \times 10^{-12}\text{ kg},"LaTeX(""A mass of $( 6.4$ $\\mu$g$)$ is equal to"").parsingMode(.onlyEquations)","LaTeX(""$6.4 \\times 10^{-3}$ kg"").parsingMode(.onlyEquations)","LaTeX(""$6.4 \\times 10^{-6}$ kg"").parsingMode(.onlyEquations)","LaTeX(""$6.4 \\times 10^{-9}$ kg"").parsingMode(.onlyEquations)","LaTeX(""$6.4 \\times 10^{-12}$ kg"").parsingMode(.onlyEquations)",A mass of $( 6.4$ $\mu$g$)$ is equal to,$6.4 \times 10^{-3}$ kg,$6.4 \times 10^{-6}$ kg,$6.4 \times 10^{-9}$ kg,$6.4 \times 10^{-12}$ kg,cape_1_physics_may_2021_1_5,cape_1_physics_may_2021_1_5_a,cape_1_physics_may_2021_1_5_b,cape_1_physics_may_2021_1_5_c,cape_1_physics_may_2021_1_5_d
cape,1,Physics,May,2021,1,6,Mechanics,Motions,3,C,"\text{A batsman hits a ball with a velocity of } ( 25 \text{ m s}^{-1} ) \text{ at an angle of } ( 30^\circ ) \text{ to the horizontal. The ball follows a parabolic path as shown in the diagram below.}
\text{If a fielder catches the ball when it reaches the maximum height, H, what is the time taken for the ball to reach this maximum height?}",0.64 \text{ s},0.78 \text{ s},1.27 \text{ s},2.20 \text{ s},"LaTeX(""A batsman hits a ball with a velocity of $( 25$ m s$^{-1} )$ at an angle of $( 30^\\circ )$ to the horizontal. The ball follows a parabolic path as shown in the diagram below.\nIf a fielder catches the ball when it reaches the maximum height, H, what is the time taken for the ball to reach this maximum height?"").parsingMode(.onlyEquations)","LaTeX(""$0.64$ s"").parsingMode(.onlyEquations)","LaTeX(""$0.78$ s"").parsingMode(.onlyEquations)","LaTeX(""$1.27$ s"").parsingMode(.onlyEquations)","LaTeX(""$2.20$ s"").parsingMode(.onlyEquations)","A batsman hits a ball with a velocity of $( 25$ m s$^{-1} )$ at an angle of $( 30^\circ )$ to the horizontal. The ball follows a parabolic path as shown in the diagram below.
If a fielder catches the ball when it reaches the maximum height, H, what is the time taken for the ball to reach this maximum height?",$0.64$ s,$0.78$ s,$1.27$ s,$2.20$ s,cape_1_physics_may_2021_1_6,cape_1_physics_may_2021_1_6_a,cape_1_physics_may_2021_1_6_b,cape_1_physics_may_2021_1_6_c,cape_1_physics_may_2021_1_6_d
cape,1,Physics,May,2021,1,9,Mechanics,Motions,3,B,"\text{An object of mass } ( 400 \text{ g} ) \text{ is attached to a string. The mass is set in circular motion such that it moves in the horizontal plane with a radius of } ( 0.77 \text{ m} ) \text{.}
\text{What is the anticipated acceleration of the object if it takes } ( 16 \text{ s} ) \text{ to complete 20 revolutions?}",19.5 \text{ m s}^{-2},47.5 \text{ m s}^{-2},56.7 \text{ m s}^{-2},74.0 \text{ m s}^{-2},"LaTeX(""An object of mass $( 400$ g$)$ is attached to a string. The mass is set in circular motion such that it moves in the horizontal plane with a radius of $( 0.77$ m$)$.\nWhat is the anticipated acceleration of the object if it takes $( 16$ s$)$ to complete 20 revolutions?"").parsingMode(.onlyEquations)","LaTeX(""$19.5$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$47.5$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$56.7$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$74.0$ m s$^{-2}$"").parsingMode(.onlyEquations)","An object of mass $( 400$ g$)$ is attached to a string. The mass is set in circular motion such that it moves in the horizontal plane with a radius of $( 0.77$ m$)$.
What is the anticipated acceleration of the object if it takes $( 16$ s$)$ to complete 20 revolutions?",$19.5$ m s$^{-2}$,$47.5$ m s$^{-2}$,$56.7$ m s$^{-2}$,$74.0$ m s$^{-2}$,cape_1_physics_may_2021_1_9,cape_1_physics_may_2021_1_9_a,cape_1_physics_may_2021_1_9_b,cape_1_physics_may_2021_1_9_c,cape_1_physics_may_2021_1_9_d
cape,1,Physics,May,2021,1,11,Mechanics,Motions,3,B,"\text{A rocket in gravity-free space is burning } ( 5.0 \times 10^2 \text{ kg} ) \text{ of fuel per second. The exhaust gases are expelled at } ( 8.0 \times 10^3 \text{ m s}^{-1} ) \text{ relative to the rocket, whose mass is } ( 2.0 \times 10^5 \text{ kg} ) \text{ at that time. What is the rocket's acceleration?}",10 \text{ m s}^{-2},20 \text{ m s}^{-2},400 \text{ m s}^{-2},2500 \text{ m s}^{-2},"LaTeX(""A rocket in gravity-free space is burning $( 5.0 \\times 10^2$ kg$)$ of fuel per second. The exhaust gases are expelled at $( 8.0 \\times 10^3$ m s$^{-1} )$ relative to the rocket, whose mass is $( 2.0 \\times 10^5$ kg$)$ at that time. What is the rocket's acceleration?"").parsingMode(.onlyEquations)","LaTeX(""$10$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$20$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$400$ m s$^{-2}$"").parsingMode(.onlyEquations)","LaTeX(""$2500$ m s$^{-2}$"").parsingMode(.onlyEquations)","A rocket in gravity-free space is burning $( 5.0 \times 10^2$ kg$)$ of fuel per second. The exhaust gases are expelled at $( 8.0 \times 10^3$ m s$^{-1} )$ relative to the rocket, whose mass is $( 2.0 \times 10^5$ kg$)$ at that time. What is the rocket's acceleration?",$10$ m s$^{-2}$,$20$ m s$^{-2}$,$400$ m s$^{-2}$,$2500$ m s$^{-2}$,cape_1_physics_may_2021_1_11,cape_1_physics_may_2021_1_11_a,cape_1_physics_may_2021_1_11_b,cape_1_physics_may_2021_1_11_c,cape_1_physics_may_2021_1_11_d
cape,1,Physics,May,2021,1,13,Mechanics,Conservation of Energy,2,D,"\text{Item 13 refers to the following diagram showing a bus of mass } ( 2000 \text{ kg} ) \text{ travelling down a hill of vertical height } ( 50 \text{ m} ) \text{.}
\text{Assuming there is no energy loss, what is the speed of the bus at point X?}",11.0 \text{ m s}^{-1},15.7 \text{ m s}^{-1},22.2 \text{ m s}^{-1},31.3 \text{ m s}^{-1},"LaTeX(""Item 13 refers to the following diagram showing a bus of mass $( 2000$ kg$)$ travelling down a hill of vertical height $( 50$ m$)$.\nAssuming there is no energy loss, what is the speed of the bus at point X?"").parsingMode(.onlyEquations)","LaTeX(""$11.0$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$15.7$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$22.2$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$31.3$ m s$^{-1}$"").parsingMode(.onlyEquations)","Item 13 refers to the following diagram showing a bus of mass $( 2000$ kg$)$ travelling down a hill of vertical height $( 50$ m$)$.
Assuming there is no energy loss, what is the speed of the bus at point X?",$11.0$ m s$^{-1}$,$15.7$ m s$^{-1}$,$22.2$ m s$^{-1}$,$31.3$ m s$^{-1}$,cape_1_physics_may_2021_1_13,cape_1_physics_may_2021_1_13_a,cape_1_physics_may_2021_1_13_b,cape_1_physics_may_2021_1_13_c,cape_1_physics_may_2021_1_13_d
cape,1,Physics,May,2021,1,14,Mechanics,Conservation of Energy,2,A,\text{A truck is moving at a speed of } ( 40 \text{ m s}^{-1} ) \text{ but the engine is only producing } ( 20 \text{ kW} ) \text{ of useful power. What is the driving force produced by the engine?},500 \text{ N},800 \text{ N},500 \text{ kN},800 \text{ kN},"LaTeX(""A truck is moving at a speed of $( 40$ m s$^{-1} )$ but the engine is only producing $( 20$ kW$)$ of useful power. What is the driving force produced by the engine?"").parsingMode(.onlyEquations)","LaTeX(""$500$ N"").parsingMode(.onlyEquations)","LaTeX(""$800$ N"").parsingMode(.onlyEquations)","LaTeX(""$500$ kN"").parsingMode(.onlyEquations)","LaTeX(""$800$ kN"").parsingMode(.onlyEquations)",A truck is moving at a speed of $( 40$ m s$^{-1} )$ but the engine is only producing $( 20$ kW$)$ of useful power. What is the driving force produced by the engine?,$500$ N,$800$ N,$500$ kN,$800$ kN,cape_1_physics_may_2021_1_14,cape_1_physics_may_2021_1_14_a,cape_1_physics_may_2021_1_14_b,cape_1_physics_may_2021_1_14_c,cape_1_physics_may_2021_1_14_d
cape,1,Physics,May,2021,1,19,Oscillations and Waves,Properties of Waves,2,D,\text{Stationary waves are produced by superimposing progressive waves of frequency } ( 500 \text{ Hz} ) \text{. Successive nodes are separated by a distance of } ( 2 \text{ m} ) \text{. What is the speed of the progressive waves?},125 \text{ m s}^{-1},250 \text{ m s}^{-1},1000 \text{ m s}^{-1},2000 \text{ m s}^{-1},"LaTeX(""Stationary waves are produced by superimposing progressive waves of frequency $( 500$ Hz$)$. Successive nodes are separated by a distance of $( 2$ m$)$. What is the speed of the progressive waves?"").parsingMode(.onlyEquations)","LaTeX(""$125$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$250$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$1000$ m s$^{-1}$"").parsingMode(.onlyEquations)","LaTeX(""$2000$ m s$^{-1}$"").parsingMode(.onlyEquations)",Stationary waves are produced by superimposing progressive waves of frequency $( 500$ Hz$)$. Successive nodes are separated by a distance of $( 2$ m$)$. What is the speed of the progressive waves?,$125$ m s$^{-1}$,$250$ m s$^{-1}$,$1000$ m s$^{-1}$,$2000$ m s$^{-1}$,cape_1_physics_may_2021_1_19,cape_1_physics_may_2021_1_19_a,cape_1_physics_may_2021_1_19_b,cape_1_physics_may_2021_1_19_c,cape_1_physics_may_2021_1_19_d
cape,1,Physics,May,2021,1,21,Oscillations and Waves,Properties of Waves,3,B,"\text{A ship sends down a pulse of sound to measure the depth of the sea. The echo is detected } ( 0.1 \text{ s} ) \text{ later. Assuming that sound waves travel five times faster in sea water than in the air, how deep is the sea at this point?}
\text{(Speed of sound in air } = ( 340 \text{ m s}^{-1} ) \text{)}",25 \text{ m},85 \text{ m},248 \text{ m},1650 \text{ m},"LaTeX(""A ship sends down a pulse of sound to measure the depth of the sea. The echo is detected $( 0.1$ s$)$ later. Assuming that sound waves travel five times faster in sea water than in the air, how deep is the sea at this point?\n(Speed of sound in air $= ( 340$ m s$^{-1} )$)"").parsingMode(.onlyEquations)","LaTeX(""$25$ m"").parsingMode(.onlyEquations)","LaTeX(""$85$ m"").parsingMode(.onlyEquations)","LaTeX(""$248$ m"").parsingMode(.onlyEquations)","LaTeX(""$1650$ m"").parsingMode(.onlyEquations)","A ship sends down a pulse of sound to measure the depth of the sea. The echo is detected $( 0.1$ s$)$ later. Assuming that sound waves travel five times faster in sea water than in the air, how deep is the sea at this point?
(Speed of sound in air $= ( 340$ m s$^{-1} )$)",$25$ m,$85$ m,$248$ m,$1650$ m,cape_1_physics_may_2021_1_21,cape_1_physics_may_2021_1_21_a,cape_1_physics_may_2021_1_21_b,cape_1_physics_may_2021_1_21_c,cape_1_physics_may_2021_1_21_d
cape,1,Physics,May,2021,1,22,Oscillations and Waves,Properties of Waves,3,C,\text{At what angle does the second order constructive interference occur for red light of wavelength } ( 700 \text{ nm} ) \text{ through a diffraction grating that has 600 lines per mm?},12^\circ,39^\circ,57^\circ,90^\circ,"LaTeX(""At what angle does the second order constructive interference occur for red light of wavelength $( 700$ nm$)$ through a diffraction grating that has 600 lines per mm?"").parsingMode(.onlyEquations)","LaTeX(""$12^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$39^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$57^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$90^\\circ$"").parsingMode(.onlyEquations)",At what angle does the second order constructive interference occur for red light of wavelength $( 700$ nm$)$ through a diffraction grating that has 600 lines per mm?,$12^\circ$,$39^\circ$,$57^\circ$,$90^\circ$,cape_1_physics_may_2021_1_22,cape_1_physics_may_2021_1_22_a,cape_1_physics_may_2021_1_22_b,cape_1_physics_may_2021_1_22_c,cape_1_physics_may_2021_1_22_d
cape,1,Physics,May,2021,1,25,Oscillations and Waves,Properties of Waves,2,D,\text{The wavelength of a yellow light source is } ( 5.89 \times 10^{-7}\text{ m} ) \text{. What is the separation of the yellow fringes formed on a screen } ( 1.8 \text{ m} ) \text{ from a double slit with a spacing of } ( 0.2 \text{ mm} ) \text{?},0.2 \text{ mm},1.6 \text{ mm},2.9 \text{ mm},5.3 \text{ mm},"LaTeX(""The wavelength of a yellow light source is $( 5.89 \\times 10^{-7}$ m$)$. What is the separation of the yellow fringes formed on a screen $( 1.8$ m$)$ from a double slit with a spacing of $( 0.2$ mm$)$?"").parsingMode(.onlyEquations)","LaTeX(""$0.2$ mm"").parsingMode(.onlyEquations)","LaTeX(""$1.6$ mm"").parsingMode(.onlyEquations)","LaTeX(""$2.9$ mm"").parsingMode(.onlyEquations)","LaTeX(""$5.3$ mm"").parsingMode(.onlyEquations)",The wavelength of a yellow light source is $( 5.89 \times 10^{-7}$ m$)$. What is the separation of the yellow fringes formed on a screen $( 1.8$ m$)$ from a double slit with a spacing of $( 0.2$ mm$)$?,$0.2$ mm,$1.6$ mm,$2.9$ mm,$5.3$ mm,cape_1_physics_may_2021_1_25,cape_1_physics_may_2021_1_25_a,cape_1_physics_may_2021_1_25_b,cape_1_physics_may_2021_1_25_c,cape_1_physics_may_2021_1_25_d
cape,1,Physics,May,2021,1,27,Oscillations and Waves,Properties of Waves,3,C,"\text{A communications satellite sends information to Earth in the form of electromagnetic waves in bursts of } ( 5 \text{ ms} ) \text{ duration. If the wavelength of the electromagnetic waves is } ( 2 \times 10^{-6}\text{ m} ) \text{, the number of wavelengths in EACH pulse is approximately}",7.5 \times 10^8,7.5 \times 10^{11},3 \times 10^{16},3 \times 10^{19},"LaTeX(""A communications satellite sends information to Earth in the form of electromagnetic waves in bursts of $( 5$ ms$)$ duration. If the wavelength of the electromagnetic waves is $( 2 \\times 10^{-6}$ m$)$, the number of wavelengths in EACH pulse is approximately"").parsingMode(.onlyEquations)","LaTeX(""$7.5 \\times 10^8$"").parsingMode(.onlyEquations)","LaTeX(""$7.5 \\times 10^{11}$"").parsingMode(.onlyEquations)","LaTeX(""$3 \\times 10^{16}$"").parsingMode(.onlyEquations)","LaTeX(""$3 \\times 10^{19}$"").parsingMode(.onlyEquations)","A communications satellite sends information to Earth in the form of electromagnetic waves in bursts of $( 5$ ms$)$ duration. If the wavelength of the electromagnetic waves is $( 2 \times 10^{-6}$ m$)$, the number of wavelengths in EACH pulse is approximately",$7.5 \times 10^8$,$7.5 \times 10^{11}$,$3 \times 10^{16}$,$3 \times 10^{19}$,cape_1_physics_may_2021_1_27,cape_1_physics_may_2021_1_27_a,cape_1_physics_may_2021_1_27_b,cape_1_physics_may_2021_1_27_c,cape_1_physics_may_2021_1_27_d
cape,1,Physics,May,2021,1,28,Oscillations and Waves,Physics of the Eye and Ear,2,C,\text{How much intensity change in dB will take place with an increase in intensity from } ( 1 \text{ mW m}^{-2} ) \text{ to } ( 100 \text{ mW m}^{-2} ) \text{?},2 \text{ dB},3 \text{ dB},20 \text{ dB},30 \text{ dB},"LaTeX(""How much intensity change in dB will take place with an increase in intensity from $( 1$ mW m$^{-2} )$ to $( 100$ mW m$^{-2} )$?"").parsingMode(.onlyEquations)","LaTeX(""$2$ dB"").parsingMode(.onlyEquations)","LaTeX(""$3$ dB"").parsingMode(.onlyEquations)","LaTeX(""$20$ dB"").parsingMode(.onlyEquations)","LaTeX(""$30$ dB"").parsingMode(.onlyEquations)",How much intensity change in dB will take place with an increase in intensity from $( 1$ mW m$^{-2} )$ to $( 100$ mW m$^{-2} )$?,$2$ dB,$3$ dB,$20$ dB,$30$ dB,cape_1_physics_may_2021_1_28,cape_1_physics_may_2021_1_28_a,cape_1_physics_may_2021_1_28_b,cape_1_physics_may_2021_1_28_c,cape_1_physics_may_2021_1_28_d
cape,1,Physics,May,2021,1,29,Oscillations and Waves,Properties of Waves,1,C,"\text{As light travelling in air enters a medium, its speed changes to } ( 2.4 \times 10^8 \text{ m s}^{-1} ) \text{. The refractive index of the medium is}",-0.6,-0.8,-1.25,-1.5,"LaTeX(""As light travelling in air enters a medium, its speed changes to $( 2.4 \\times 10^8$ m s$^{-1} )$. The refractive index of the medium is"").parsingMode(.onlyEquations)","LaTeX(""( 0.60 )"").parsingMode(.onlyEquations)","LaTeX(""( 0.80 )"").parsingMode(.onlyEquations)","LaTeX(""( 1.25 )"").parsingMode(.onlyEquations)","LaTeX(""( 1.50 )"").parsingMode(.onlyEquations)","As light travelling in air enters a medium, its speed changes to $( 2.4 \times 10^8$ m s$^{-1} )$. The refractive index of the medium is",-0.6,-0.8,-1.25,-1.5,cape_1_physics_may_2021_1_29,cape_1_physics_may_2021_1_29_a,cape_1_physics_may_2021_1_29_b,cape_1_physics_may_2021_1_29_c,cape_1_physics_may_2021_1_29_d
cape,1,Physics,May,2021,1,30,Oscillations and Waves,Physics of the Eye and Ear,3,D,\text{The near point of a defective eye is } ( 30 \text{ cm} ) \text{ from the eye. The normal near point is } ( 25 \text{ cm} ) \text{ from the eye. The focal length of the lens needed to correct this defect is},5 \text{ cm},25 \text{ cm},30 \text{ cm},150 \text{ cm},"LaTeX(""The near point of a defective eye is $( 30$ cm$)$ from the eye. The normal near point is $( 25$ cm$)$ from the eye. The focal length of the lens needed to correct this defect is"").parsingMode(.onlyEquations)","LaTeX(""$5$ cm"").parsingMode(.onlyEquations)","LaTeX(""$25$ cm"").parsingMode(.onlyEquations)","LaTeX(""$30$ cm"").parsingMode(.onlyEquations)","LaTeX(""$150$ cm"").parsingMode(.onlyEquations)",The near point of a defective eye is $( 30$ cm$)$ from the eye. The normal near point is $( 25$ cm$)$ from the eye. The focal length of the lens needed to correct this defect is,$5$ cm,$25$ cm,$30$ cm,$150$ cm,cape_1_physics_may_2021_1_30,cape_1_physics_may_2021_1_30_a,cape_1_physics_may_2021_1_30_b,cape_1_physics_may_2021_1_30_c,cape_1_physics_may_2021_1_30_d
